일자,WAR,WPA,Y_SCORE,SCORE,전일비,,등락률,OPS,Woba,Wrct
2023-02-02,"63,200","63,900",5,2,▲,"1,700",2.75,"23,285,983","1,474,629",0.09
2023-02-01,"62,600","62,700",3,5,▲,800,1.31,"18,570,133","1,145,782",0.08
2023-01-31,"63,500","63,700",4,3,▼,"-2,300",-3.63,"29,746,731","1,835,769",0.08
2023-01-30,"64,900","64,900",5,4,▼,"-1,300",-2.01,"20,995,234","1,337,026",0.08
2023-01-27,"64,400","65,000",6,5,▲,700,1.1,"18,760,182","1,212,765",0.08
2023-01-26,"63,800","63,900",3,6,▲,500,0.79,"13,278,277","846,409",0.09
2023-01-25,"63,500","63,700",3,3,▲,"1,600",2.59,"16,822,710","1,066,201",0.09
2023-01-20,"62,100","62,300",2,3,▲,300,0.49,"9,646,327","595,373",0.1
2023-01-19,"60,500","61,500",5,2,▲,"1,100",1.82,"12,808,490","781,938",0.1
2023-01-18,"60,700","61,000",2,5,▼,-600,-0.98,"11,584,041","698,510",0.1
2023-01-17,"61,200","61,500",4,2,▼,-100,-0.16,"9,831,456","599,709",0.1
2023-01-16,"61,300","61,600",2,4,▲,300,0.49,"10,039,972","615,316",0.1
2023-01-13,"60,500","61,200",5,2,▲,300,0.5,"12,510,328","761,170",0.1
2023-01-12,"61,100","61,200",3,5, ,0,0,"16,102,561","972,247",0.1
2023-01-11,"61,000","61,200",4,3,▲,100,0.17,"12,310,751","747,215",0.1
2023-01-10,"60,200","61,100",5,4,▼,-300,-0.49,"14,859,797","898,812",0.1
2023-01-09,"59,700","60,700",6,5,▲,"1,700",2.88,"18,640,107","1,124,607",0.11
2023-01-06,"58,300","59,400",3,6,▲,800,1.37,"17,334,989","1,018,769",0.12
2023-01-05,"58,200","58,800",3,3,▲,400,0.69,"15,682,826","911,974",0.12
2023-01-04,"55,700","58,000",2,3,▲,"2,400",4.33,"20,188,071","1,151,474",0.12
2023-01-03,"55,400","56,000",5,2,▼,-100,-0.18,"13,547,030","747,899",0.12
2023-01-02,"55,500","56,100",2,5,▲,200,0.36,"10,031,448","558,433",0.12
2022-12-29,"56,000","56,200",4,2,▼,"-1,300",-2.3,"11,295,935","628,654",0.12
2022-12-28,"57,600","57,600",2,4,▼,"-1,500",-2.58,"14,665,410","832,919",0.12
2022-12-27,"58,000","58,400",5,2,▲,200,0.35,"10,667,027","620,410",0.12
2022-12-26,"58,000","58,100",3,5,▼,-200,-0.34,"6,756,411","391,223",0.12
2022-12-23,"58,200","58,400",4,3,▼,"-1,000",-1.69,"9,829,407","570,402",0.12
2022-12-22,"58,100","59,100",5,4,▲,"1,100",1.9,"10,720,630","628,699",0.12
2022-12-21,"58,700","59,100",6,5,▼,-600,-1.02,"10,356,971","603,986",0.12
2022-12-20,"59,000","59,100",3,6,▼,-900,-1.51,"9,284,761","545,533",0.12
2022-12-19,"59,500","59,900",3,3, ,0,0,"7,696,187","457,559",0.12
2022-12-16,"58,300","59,500",2,3,▲,200,0.34,"13,033,596","769,868",0.12
2022-12-15,"59,800","60,200",5,2,▼,"-1,200",-1.98,"8,716,039","519,762",0.12
2022-12-14,"59,800","60,600",2,5,▲,800,1.34,"8,207,485","495,209",0.12
2022-12-13,"59,600","60,300",4,2,▲,200,0.34,"9,040,873","539,588",0.12
2022-12-12,"59,900","60,000",2,4,▼,-900,-1.49,"9,036,472","538,558",0.12
2022-12-09,"59,300","60,600",5,2,▲,"1,200",2.03,"10,529,632","633,778",0.12
2022-12-08,"58,700","59,200",3,3,▲,300,0.51,"12,986,815","766,212",0.12
2022-12-07,"58,800","59,600",4,4,▼,-300,-0.51,"12,100,662","714,083",0.12
2022-12-06,"59,800","60,100",5,5,▼,"-1,100",-1.82,"13,888,300","827,340",0.12
2022-12-05,"60,900","61,100",6,6,▼,-100,-0.17,"13,767,787","832,614",0.1
2022-12-02,"62,500","62,500",3,3,▼,"-2,200",-3.51,"15,331,184","935,961",0.11
2022-12-01,"63,100","63,200",3,3,▲,400,0.64,"16,631,445","1,044,546",0.12
2022-11-30,"60,400","62,200",2,2,▲,"1,600",2.64,"19,768,903","1,218,355",0.12
2022-11-29,"59,900","60,600",5,5,▲,500,0.83,"7,014,160","422,226",0.11
2022-11-28,"60,500","60,500",2,2,▼,-900,-1.48,"8,589,032","515,487",0.11
2022-11-25,"61,400","61,700",4,4,▼,-400,-0.65,"6,677,933","407,953",0.12
2022-11-24,"61,200","61,700",2,2,▲,400,0.66,"8,125,010","497,273",0.11
2022-11-23,"61,200","61,300",5,5,▲,400,0.66,"8,765,050","534,580",0.11
2022-11-22,"60,900","61,200",3,3,▼,-800,-1.3,"9,411,289","571,461",0.11
2022-11-21,"61,400","61,800",4,4,▼,-400,-0.65,"9,378,097","573,783",0.11
2022-11-18,"61,800","62,400",5,5,▲,400,0.65,"12,236,503","757,455",0.11
2022-11-17,"62,000","62,000",6,6,▼,"-1,300",-2.07,"13,298,296","819,119",0.11
2022-11-16,"62,400","62,700",3,3,▲,300,0.48,"12,909,260","804,220",0.11
2022-11-15,"62,200","62,500",3,3,▲,500,0.81,"12,310,986","764,117",0.11
2022-11-14,"62,900","62,900",2,2,▼,"-1,000",-1.59,"15,973,416","993,352",0.11
2022-11-11,"63,100","63,200",5,5,▲,"2,500",4.14,"20,037,163","1,257,130",0.11
2022-11-10,"61,400","61,500",2,2,▼,"-1,600",-2.58,"21,087,633","1,283,005",0.11
2022-11-09,"62,000","62,200",4,4,▲,200,0.32,"14,045,592","869,645",0.12
2022-11-08,"60,500","61,900",2,2,▲,"1,600",2.66,"18,273,898","1,123,977",0.13
2022-11-07,"59,700","60,300",5,5,▲,800,1.35,"12,437,246","747,350",0.13
2022-11-04,"59,100","59,500",3,3,▲,200,0.34,"12,445,841","734,526",0.13
2022-11-03,"58,600","59,800",4,4,▼,-400,-0.67,"17,492,162","1,029,200",0.13
2022-11-02,"59,700","60,000",5,5,▼,-400,-0.67,"13,202,919","787,058",0.13
2022-11-01,"59,900","60,300",6,6,▲,600,1.01,"17,201,647","1,030,381",0.13
2022-10-31,"58,100","59,900",3,3,▲,"2,100",3.66,"18,999,514","1,126,468",0.13
2022-10-28,"58,900","59,200",3,3,▼,"-2,200",-3.7,"20,924,937","1,213,293",0.13
2022-10-27,"59,700","60,100",2,2,▲,100,0.17,"21,756,712","1,296,031",0.13
2022-10-26,"58,000","59,600",5,5,▲,"1,700",2.95,"20,824,967","1,227,076",0.13
2022-10-25,"57,000","58,600",2,2,▲,200,0.35,"17,405,678","1,009,512",0.14
2022-10-24,"57,000","57,500",4,4,▲,"1,600",2.86,"16,944,503","968,892",0.15
2022-10-21,"55,100","56,300",2,2,▲,400,0.72,"11,456,060","640,343",0.15
2022-10-20,"55,200","56,000",5,5,▼,-300,-0.54,"17,107,653","949,265",0.14
2022-10-19,"56,700","56,900",3,3,▼,-700,-1.24,"12,660,652","710,948",0.14
2022-10-18,"56,700","57,100",4,4,▼,-100,-0.18,"14,820,702","835,745",0.14
2022-10-17,"55,800","57,000",5,5,▲,300,0.53,"13,641,878","769,638",0.14
2022-10-14,"56,200","56,500",6,6,▲,"1,100",1.99,"12,924,326","726,963",0.14
2022-10-13,"55,400","56,100",3,3,▼,-600,-1.08,"13,784,602","765,435",0.14
2022-10-12,"55,700","57,000",3,3,▲,400,0.72,"18,408,910","1,032,656",0.14
2022-10-11,"54,400","55,700",2,2,▼,-800,-1.42,"21,437,877","1,172,169",0.15
2022-10-07,"55,900","56,900",5,5,▼,-100,-0.18,"16,886,813","949,027",0.15
2022-10-06,"56,700","57,300",2,2,▲,300,0.54,"14,944,446","848,082",0.15
2022-10-05,"56,900","57,200",4,4,▲,800,1.45,"22,458,970","1,261,934",0.16
2022-10-04,"55,300","55,400",2,2,▲,"2,100",3.95,"19,148,435","1,056,853",0.17
2022-09-30,"52,300","53,600",5,5,▲,500,0.95,"22,503,249","1,187,344",0.17
2022-09-29,"53,300","53,700",3,3,▼,-300,-0.57,"13,882,080","737,731",0.17
2022-09-28,"53,900","54,400",4,4,▼,"-1,300",-2.4,"19,991,129","1,064,666",0.17
2022-09-27,"53,800","54,200",5,5,▲,300,0.56,"16,631,289","897,144",0.17
2022-09-26,"53,700","54,200",6,6,▼,-600,-1.1,"15,008,449","807,353",0.17
2022-09-23,"54,400","54,900",3,3,▲,100,0.18,"10,555,964","575,504",0.17
2022-09-22,"54,600","54,700",3,3,▼,-900,-1.63,"12,786,510","696,058",0.17
2022-09-21,"55,400","55,500",2,2,▼,-500,-0.9,"11,863,700","655,017",0.17
2022-09-20,"56,400","57,000",5,5,▼,-600,-1.06,"14,041,465","788,332",0.17
2022-09-19,"56,300","57,000",2,2,▲,200,0.36,"12,278,653","693,637",0.17
2022-09-16,"55,600","56,400",4,4,▲,200,0.36,"13,456,503","752,456",0.16
2022-09-15,"57,000","57,100",2,2,▼,-800,-1.41,"11,664,819","657,642",0.16
2022-09-14,"56,200","57,200",5,5,▼,"-1,300",-2.24,"12,524,961","709,906",0.18
2022-09-13,"57,000","58,500",3,3,▲,"2,500",4.5,"17,166,581","991,016",0.18
2022-09-08,"56,200","56,400",4,4,▼,-400,-0.71,"18,000,016","1,006,366",0.17
2022-09-07,"56,700","56,700",5,5,▼,"-1,100",-1.93,"17,384,854","975,695",0.17
2022-09-06,"57,200","57,600",6,6, ,0,0,"7,503,086","429,152",0.17
2022-09-05,"57,400","57,800",3,3,▼,-400,-0.7,"11,425,977","653,884",0.16
2022-09-02,"58,300","58,600",3,3,▼,-900,-1.54,"15,040,310","872,040",0.16
2022-09-01,"58,700","58,900",2,2,▼,"-1,300",-2.18,"14,905,777","872,375",0.16
2022-08-31,"58,200","59,900",5,5,▲,900,1.53,"14,203,512","841,320",0.16
2022-08-30,"58,700","59,000",2,2,▲,200,0.34,"9,690,044","567,628",0.16
2022-08-29,"58,700","58,900",4,4,▼,"-1,400",-2.33,"9,841,329","577,684",0.16
2022-08-26,"60,300","60,900",2,2,▲,300,0.5,"9,499,995","573,040",0.16
2022-08-25,"59,200","59,700",5,5,▲,700,1.19,"5,767,902","342,781",0.16
2022-08-24,"59,200","59,500",3,3,▼,-100,-0.17,"8,888,486","525,407",0.16
2022-08-23,"59,000","59,600",4,4,▼,-900,-1.5,"9,041,629","535,657",0.16
2022-08-22,"60,300","60,400",5,5,▼,-900,-1.48,"8,259,865","495,732",0.16
2022-08-19,"61,400","61,600",6,6,▼,-600,-0.98,"6,923,679","421,909",0.16
2022-08-18,"60,300","61,900",3,3,▲,"1,100",1.82,"16,372,754","997,987",0.16
2022-08-17,"61,100","61,200",3,3,▼,-600,-0.98,"9,061,518","550,059",0.16
2022-08-16,"60,500","61,600",2,2,▲,800,1.33,"15,036,727","917,516",0.17
2022-08-12,"59,500","60,700",5,5,▲,300,0.5,"10,786,658","648,793",0.17
2022-08-11,"59,600","60,000",2,2,▲,800,1.35,"15,141,941","903,739",0.16
2022-08-10,"58,900","59,200",4,4,▼,-900,-1.5,"18,084,349","1,065,593",0.16
2022-08-09,"60,600","60,700",2,2,▼,-800,-1.32,"18,251,170","1,094,260",0.15
2022-08-08,"61,400","61,400",5,5,▼,-700,-1.14,"11,313,150","689,020",0.14
2022-08-05,"61,700","61,900",3,3, ,0,0,"9,567,620","588,583",0.15
2022-08-04,"61,700","61,800",4,4,▲,200,0.33,"9,125,439","561,836",0.15
2022-08-03,"61,600","61,600",5,5,▼,-400,-0.65,"10,053,861","615,481",0.15
2022-08-02,"61,200","61,900",6,6,▲,400,0.65,"13,614,895","837,567",0.15
2022-08-01,"61,000","61,700",3,3,▼,-100,-0.16,"13,154,816","803,035",0.15
2022-07-29,"62,400","62,600",3,3,▼,-500,-0.81,"15,093,120","932,918",0.15
2022-07-28,"62,300","62,600",2,2,▲,100,0.16,"10,745,302","667,085",0.15
2022-07-27,"61,300","61,900",5,5,▲,100,0.16,"7,320,997","449,990",0.15
2022-07-26,"60,800","61,900",2,2,▲,600,0.98,"6,597,211","405,310",0.16
2022-07-25,"60,900","61,900",4,4,▼,-200,-0.33,"9,193,681","565,540",0.16
2022-07-22,"61,800","62,200",2,2,▼,-500,-0.81,"10,261,310","631,873",0.17
2022-07-21,"61,100","61,900",5,5,▲,"1,300",2.15,"12,291,374","754,855",0.15
2022-07-20,"61,800","62,100",3,3,▼,-400,-0.66,"16,782,238","1,025,939",0.15
2022-07-19,"61,400","61,500",4,4,▼,"-1,000",-1.62,"15,248,261","925,920",0.16
2022-07-18,"60,600","62,000",5,5,▲,"1,900",3.17,"20,832,517","1,277,727",0.17
2022-07-15,"58,400","60,000",6,6,▲,"2,500",4.35,"18,685,583","1,104,045",0.17
2022-07-14,"57,500","58,200",3,3,▼,-500,-0.86,"15,067,012","869,131",0.17
2022-07-13,"58,300","58,600",3,3,▼,-100,-0.17,"10,841,315","631,712",0.17
2022-07-12,"58,600","58,700",2,2,▼,-700,-1.19,"9,336,061","544,403",0.17
2022-07-11,"59,300","59,600",5,5,▲,100,0.17,"13,042,624","771,043",0.17
2022-07-08,"58,600","59,300",2,2,▲,500,0.86,"15,339,271","902,199",0.17
2022-07-07,"56,400","58,700",4,4,▲,"1,800",3.19,"21,322,833","1,234,678",0.17
2022-07-06,"57,300","57,300",2,2,▼,-800,-1.4,"16,820,461","955,957",0.17
2022-07-05,"57,600","58,200",5,5,▲,100,0.18,"14,216,539","818,080",0.17
2022-07-04,"56,100","57,400",3,3,▲,900,1.6,"17,807,126","1,012,587",0.17
2022-07-01,"56,900","57,500",4,4,▼,-800,-1.4,"24,982,097","1,412,473",0.17
2022-06-30,"57,200","57,600",5,5,▼,"-1,000",-1.72,"18,915,142","1,082,799",0.17
2022-06-29,"58,500","58,800",6,6,▼,"-1,400",-2.36,"14,677,138","855,770",0.17
2022-06-28,"59,200","59,500",3,3,▲,600,1.02,"13,540,538","800,041",0.18
2022-06-27,"59,000","59,900",3,3,▲,400,0.68,"18,122,236","1,071,187",0.18
2022-06-24,"57,900","59,100",2,2,▲,"1,000",1.74,"23,256,103","1,359,293",0.18
2022-06-23,"57,700","58,000",5,5,▼,-200,-0.35,"28,338,608","1,627,019",0.19
2022-06-22,"59,000","59,100",2,2,▼,-900,-1.54,"23,334,687","1,360,076",0.19
2022-06-21,"58,700","59,200",4,4,▼,-200,-0.34,"25,148,109","1,474,998",0.19
2022-06-20,"59,800","59,900",2,2,▼,"-1,100",-1.84,"34,111,306","1,997,077",0.18
2022-06-17,"59,400","59,900",5,5,▼,"-1,100",-1.81,"29,053,450","1,732,450",0.19
2022-06-16,"61,300","61,800",3,3,▲,200,0.33,"23,394,895","1,431,052",0.19
2022-06-15,"61,300","61,500",4,4,▼,"-1,200",-1.94,"26,811,224","1,630,191",0.19
2022-06-14,"61,200","62,200",5,5,▼,-200,-0.32,"24,606,419","1,519,195",0.2
2022-06-13,"62,400","62,800",6,6,▼,"-1,700",-2.66,"22,157,816","1,380,637",0.18
2022-06-10,"64,000","64,400",3,3,▼,"-1,400",-2.15,"22,193,552","1,419,245",0.18
2022-06-09,"65,100","65,200",3,3,▼,-100,-0.15,"25,790,725","1,673,764",0.18
2022-06-08,"65,400","65,700",2,2,▼,-200,-0.31,"12,483,180","817,379",0.18
2022-06-07,"66,200","66,400",5,5,▼,"-1,300",-1.95,"19,355,755","1,273,445",0.18
2022-06-03,"67,200","67,300",2,2,▲,100,0.15,"8,222,883","550,655",0.16
2022-06-02,"66,600","67,000",4,4,▼,-700,-1.04,"14,959,443","996,681",0.16
2022-05-31,"67,500","67,500",2,2,▼,-300,-0.44,"24,365,002","1,637,774",0.18
2022-05-30,"67,500","67,800",5,5,▲,"1,200",1.8,"14,255,484","960,593",0.18
2022-05-27,"66,700","66,900",3,3,▲,600,0.91,"11,405,555","759,035",0.17
2022-05-26,"66,300","67,200",4,4,▼,-500,-0.75,"15,970,890","1,057,299",0.17
2022-05-25,"66,700","67,100",5,5,▼,-100,-0.15,"15,150,490","1,007,805",0.16
2022-05-24,"67,500","67,700",6,6,▼,"-1,400",-2.06,"15,482,576","1,035,493",0.16
2022-05-23,"68,800","68,800",3,3,▼,-100,-0.15,"13,684,088","931,341",0.17
2022-05-20,"67,800","68,400",3,3,▲,500,0.74,"12,109,671","824,049",0.18
2022-05-19,"66,500","67,600",2,2,▼,-600,-0.88,"17,073,727","1,147,744",0.18
2022-05-18,"68,300","68,700",5,5,▲,500,0.74,"16,486,319","1,122,585",0.18
2022-05-17,"66,600","67,900",2,2,▲,"1,300",1.96,"15,680,447","1,058,323",0.18
2022-05-16,"67,100","67,400",4,4,▼,-200,-0.3,"11,937,555","796,061",0.18
2022-05-13,"65,300","66,700",2,2,▲,"1,600",2.47,"14,551,536","962,476",0.18
2022-05-12,"65,200","65,500",5,5,▼,-800,-1.22,"16,414,188","1,069,685",0.18
2022-05-11,"65,500","66,300",3,3, ,0,0,"12,330,920","812,298",0.18
2022-05-10,"65,900","66,300",4,4,▼,-400,-0.61,"17,235,605","1,132,068",0.18
2022-05-09,"66,300","66,900",5,5,▼,-400,-0.6,"11,858,736","787,563",0.18
2022-05-06,"67,000","67,100",6,6,▼,"-1,400",-2.06,"14,356,156","957,335",0.18
2022-05-04,"68,000","68,400",3,3,▲,400,0.59,"11,505,248","781,073",0.18
2022-05-03,"67,400","68,400",3,3,▲,200,0.3,"14,168,875","962,643",0.18
2022-05-02,"66,600","67,600",2,2,▼,-100,-0.15,"14,106,184","946,016",0.19
2022-04-29,"65,100","67,600",5,5,▲,"2,600",4.01,"26,190,390","1,747,030",0.18
2022-04-28,"65,400","65,500",2,2,▼,-200,-0.31,"16,895,527","1,094,278",0.18
2022-04-27,"65,400","65,500",4,4,▼,"-1,100",-1.66,"18,122,084","1,179,919",0.17
2022-04-26,"66,400","66,700",2,2,▼,-200,-0.3,"12,946,923","858,461",0.17
2022-04-25,"66,500","66,700",5,5,▼,-700,-1.04,"11,016,474","731,676",0.17
2022-04-22,"67,200","67,300",3,3,▼,-700,-1.03,"11,791,478","789,392",0.18
2022-04-21,"67,600","68,300",4,4,▲,300,0.45,"12,847,448","872,983",0.17
2022-04-20,"67,000","67,400",5,5,▲,100,0.15,"16,693,293","1,116,161",0.17
2022-04-19,"67,100","68,000",6,6,▲,600,0.9,"12,959,434","876,088",0.17
2022-04-18,"66,500","67,100",3,3,▲,100,0.15,"10,119,203","675,310",0.17
2022-04-15,"67,200","67,300",3,3,▼,-900,-1.33,"13,176,415","878,858",0.17
2022-04-14,"68,700","68,700",2,2,▼,"-1,200",-1.75,"16,409,494","1,112,668",0.17
2022-04-13,"67,300","69,000",5,5,▲,"1,700",2.54,"17,378,619","1,183,210",0.17
2022-04-12,"67,600","67,700",2,2,▼,-900,-1.33,"13,924,389","936,612",0.17
2022-04-11,"67,800","68,100",4,4,▲,100,0.15,"12,263,735","831,095",0.17
2022-04-08,"68,100","68,300",2,2,▼,-200,-0.29,"15,453,191","1,050,375",0.16
2022-04-07,"68,500","68,500",5,5,▼,-500,-0.73,"20,683,327","1,409,873",0.16
2022-04-06,"68,600","68,800",3,3,▼,-700,-1.01,"15,517,308","1,064,606",0.16
2022-04-05,"69,400","69,600",4,4,▼,-100,-0.14,"8,467,248","586,498",0.16
2022-04-04,"68,900","69,300",5,5,▲,200,0.29,"11,107,905","766,930",0.15
2022-04-01,"69,500","69,500",6,6,▼,-500,-0.72,"15,916,846","1,100,422",0.15
2022-03-31,"69,900","70,200",3,3,▼,-300,-0.43,"12,510,366","873,213",0.15
2022-03-30,"70,300","70,500",3,3,▼,-300,-0.43,"12,670,187","887,514",0.15
2022-03-29,"70,000","70,300",2,2,▲,500,0.72,"13,686,208","958,590",0.15
2022-03-28,"69,500","69,900",5,5,▼,-100,-0.14,"12,619,289","878,172",0.14
2022-03-25,"70,100","70,200",2,2, ,0,0,"12,986,010","906,006",0.14
2022-03-24,"69,600","70,300",4,4,▼,-700,-0.99,"37,943,357","2,628,886",0.14
2022-03-23,"70,600","71,200",2,2,▲,200,0.28,"12,398,025","875,833",0.14
2022-03-22,"69,900","70,500",5,5,▲,400,0.57,"9,402,666","660,386",0.13
2022-03-21,"70,900","71,000",3,3,▼,-800,-1.13,"11,169,002","784,175",0.13
2022-03-18,"70,600","70,900",4,4,▼,-500,-0.7,"14,410,038","1,017,183",0.13
2022-03-17,"71,200","71,800",5,5,▲,800,1.14,"17,646,315","1,258,698",0.14
2022-03-16,"70,200","70,500",6,6,▲,900,1.29,"10,175,750","713,365",0.13
2022-03-15,"69,800","70,100",3,3,▼,-700,-1,"10,258,562","715,550",0.13
2022-03-14,"70,000","70,200",3,3,▲,200,0.29,"9,040,993","632,752",0.13
2022-03-11,"70,500","70,700",2,2,▼,"-1,200",-1.69,"15,787,655","1,105,586",0.13
2022-03-10,"70,800","71,200",5,5,▲,"1,700",2.45,"21,159,248","1,500,936",0.13
2022-03-08,"68,800","70,000",2,2,▼,-600,-0.86,"15,828,269","1,100,279",0.13
2022-03-07,"70,000","70,600",4,4,▼,"-1,400",-1.96,"18,617,138","1,305,289",0.12
2022-03-04,"72,700","72,700",2,2,▼,"-1,400",-1.92,"13,409,634","960,572",0.13
2022-03-03,"72,300","73,100",5,5,▲,"1,200",1.67,"13,232,638","962,676",0.12
2022-03-02,"72,300","72,400",3,3,▼,-400,-0.55,"12,481,430","897,369",0.12
2022-02-28,"71,100","72,100",4,4,▲,200,0.28,"17,781,783","1,272,251",0.12
2022-02-25,"72,100","72,600",5,5,▲,400,0.56,"13,168,484","950,762",0.11
2022-02-24,"72,300","72,300",6,6,▼,"-1,500",-2.05,"15,759,283","1,130,166",0.11
2022-02-23,"73,800","73,800",3,3,▼,-400,-0.54,"10,397,964","759,965",0.11
2022-02-22,"73,000","73,400",3,3,▼,-800,-1.08,"11,692,469","854,469",0.11
2022-02-21,"73,200","74,300",2,2,▼,-100,-0.13,"10,489,717","769,774",0.11
2022-02-18,"74,600","74,800",5,5,▼,-700,-0.93,"10,122,226","751,583",0.11
2022-02-17,"75,000","75,600",2,2,▲,200,0.27,"13,605,382","1,021,980",0.11
2022-02-16,"74,600","74,900",4,4,▲,"1,100",1.49,"10,767,386","802,449",0.12
2022-02-15,"74,100","74,200",2,2, ,0,0,"9,320,365","686,707",0.11
2022-02-14,"74,400","74,500",5,5,▼,"-1,200",-1.6,"13,993,255","1,030,684",0.11
2022-02-11,"75,000","75,500",3,3,▼,-500,-0.66,"12,205,407","915,455",0.12
2022-02-10,"75,600","75,800",4,4,▲,700,0.94,"17,746,033","1,337,517",0.12
2022-02-09,"74,300","74,700",5,5,▲,"1,200",1.63,"9,699,122","722,221",0.13
2022-02-08,"73,800","74,200",6,6,▲,500,0.68,"11,736,666","863,666",0.12
2022-02-07,"73,500","73,600",3,3,▼,"-1,000",-1.35,"14,240,838","1,037,300",0.12
2022-02-04,"74,300","74,600",3,3,▲,700,0.95,"12,730,034","941,413",0.12
2022-02-03,"74,900","74,900",2,2, ,0,0,"17,744,721","1,314,506",0.13
2022-01-28,"71,300","73,700",5,5,▲,"2,000",2.81,"21,367,447","1,552,586",0.12
2022-01-27,"73,800","74,000",2,2,▼,"-2,000",-2.73,"22,274,777","1,603,685",0.12
2022-01-26,"73,900","74,400",4,4,▼,-700,-0.95,"12,976,730","955,547",0.13
2022-01-25,"74,800","75,000",2,2,▼,"-1,100",-1.46,"17,766,704","1,313,118",0.13
2022-01-24,"75,400","75,800",5,5,▼,-500,-0.66,"13,691,134","1,028,859",0.13
2022-01-21,"75,800","75,800",3,3,▼,-900,-1.18,"15,774,888","1,186,293",0.13
2022-01-20,"76,200","76,700",4,4,▲,200,0.26,"9,708,168","741,154",0.13
2022-01-19,"76,500","76,900",5,5,▼,-700,-0.91,"10,598,290","810,151",0.13
2022-01-18,"77,600","77,800",6,6,▼,-500,-0.65,"9,592,788","740,279",0.13
2022-01-17,"77,600","77,800",3,3,▲,200,0.26,"8,785,122","678,903",0.13
2022-01-14,"77,700","78,100",3,3,▼,-600,-0.77,"10,096,725","781,575",0.12
2022-01-13,"79,300","79,300",2,2,▼,"-1,000",-1.27,"13,889,401","1,088,598",0.12
2022-01-12,"79,500","79,600",5,5, ,0,0,"11,000,502","868,911",0.13
2022-01-11,"78,400","79,000",2,2,▲,900,1.15,"13,221,123","1,038,835",0.13
2022-01-10,"78,100","78,100",4,4,▼,-300,-0.38,"9,947,422","772,740",0.13
